date,event_hour,decision_time,max_forecast_issue_used,max_baseline_history_day,max_scenario_error_day,pass
2025-06-18,6,2025-06-18T06:00:00,2025-06-18T06:00:00,167,166,True
2025-06-18,12,2025-06-18T12:00:00,2025-06-18T12:00:00,167,166,True
2025-06-18,18,2025-06-18T18:00:00,2025-06-18T18:00:00,167,166,True
2025-06-19,0,2025-06-19T00:00:00,2025-06-19T00:00:00,168,167,True
2025-06-19,6,2025-06-19T06:00:00,2025-06-19T06:00:00,168,167,True
2025-06-19,12,2025-06-19T12:00:00,2025-06-19T12:00:00,168,167,True
2025-06-19,18,2025-06-19T18:00:00,2025-06-19T18:00:00,168,167,True
2025-06-20,0,2025-06-20T00:00:00,2025-06-20T00:00:00,169,168,True
2025-06-20,6,2025-06-20T06:00:00,2025-06-20T06:00:00,169,168,True
2025-06-20,12,2025-06-20T12:00:00,2025-06-20T12:00:00,169,168,True
2025-06-20,18,2025-06-20T18:00:00,2025-06-20T18:00:00,169,168,True
2025-06-21,0,2025-06-21T00:00:00,2025-06-21T00:00:00,170,169,True
2025-06-21,6,2025-06-21T06:00:00,2025-06-21T06:00:00,170,169,True
2025-06-21,12,2025-06-21T12:00:00,2025-06-21T12:00:00,170,169,True
2025-06-21,18,2025-06-21T18:00:00,2025-06-21T18:00:00,170,169,True
2025-06-22,0,2025-06-22T00:00:00,2025-06-22T00:00:00,171,170,True
2025-06-22,6,2025-06-22T06:00:00,2025-06-22T06:00:00,171,170,True
2025-06-22,12,2025-06-22T12:00:00,2025-06-22T12:00:00,171,170,True
2025-06-22,18,2025-06-22T18:00:00,2025-06-22T18:00:00,171,170,True
2025-06-23,0,2025-06-23T00:00:00,2025-06-23T00:00:00,172,171,True
2025-06-23,6,2025-06-23T06:00:00,2025-06-23T06:00:00,172,171,True
2025-06-23,12,2025-06-23T12:00:00,2025-06-23T12:00:00,172,171,True
2025-06-23,18,2025-06-23T18:00:00,2025-06-23T18:00:00,172,171,True
2025-06-24,0,2025-06-24T00:00:00,2025-06-24T00:00:00,173,172,True
2025-06-24,6,2025-06-24T06:00:00,2025-06-24T06:00:00,173,172,True
2025-06-24,12,2025-06-24T12:00:00,2025-06-24T12:00:00,173,172,True
2025-06-24,18,2025-06-24T18:00:00,2025-06-24T18:00:00,173,172,True
2025-06-25,0,2025-06-25T00:00:00,2025-06-25T00:00:00,174,173,True
2025-06-25,6,2025-06-25T06:00:00,2025-06-25T06:00:00,174,173,True
2025-06-25,12,2025-06-25T12:00:00,2025-06-25T12:00:00,174,173,True
2025-06-25,18,2025-06-25T18:00:00,2025-06-25T18:00:00,174,173,True
2025-06-26,0,2025-06-26T00:00:00,2025-06-26T00:00:00,175,174,True
2025-06-26,6,2025-06-26T06:00:00,2025-06-26T06:00:00,175,174,True
2025-06-26,12,2025-06-26T12:00:00,2025-06-26T12:00:00,175,174,True
2025-06-26,18,2025-06-26T18:00:00,2025-06-26T18:00:00,175,174,True
2025-06-27,0,2025-06-27T00:00:00,2025-06-27T00:00:00,176,175,True
2025-06-27,6,2025-06-27T06:00:00,2025-06-27T06:00:00,176,175,True
2025-06-27,12,2025-06-27T12:00:00,2025-06-27T12:00:00,176,175,True
2025-06-27,18,2025-06-27T18:00:00,2025-06-27T18:00:00,176,175,True
2025-06-28,0,2025-06-28T00:00:00,2025-06-28T00:00:00,177,176,True
2025-06-28,6,2025-06-28T06:00:00,2025-06-28T06:00:00,177,176,True
2025-06-28,12,2025-06-28T12:00:00,2025-06-28T12:00:00,177,176,True
2025-06-28,18,2025-06-28T18:00:00,2025-06-28T18:00:00,177,176,True
2025-06-29,0,2025-06-29T00:00:00,2025-06-29T00:00:00,178,177,True
2025-06-29,6,2025-06-29T06:00:00,2025-06-29T06:00:00,178,177,True
2025-06-29,12,2025-06-29T12:00:00,2025-06-29T12:00:00,178,177,True
2025-06-29,18,2025-06-29T18:00:00,2025-06-29T18:00:00,178,177,True
2025-06-30,0,2025-06-30T00:00:00,2025-06-30T00:00:00,179,178,True
2025-06-30,6,2025-06-30T06:00:00,2025-06-30T06:00:00,179,178,True
2025-06-30,12,2025-06-30T12:00:00,2025-06-30T12:00:00,179,178,True
2025-06-30,18,2025-06-30T18:00:00,2025-06-30T18:00:00,179,178,True
2025-07-01,0,2025-07-01T00:00:00,2025-07-01T00:00:00,180,179,True
2025-07-01,6,2025-07-01T06:00:00,2025-07-01T06:00:00,180,179,True
2025-07-01,12,2025-07-01T12:00:00,2025-07-01T12:00:00,180,179,True
2025-07-01,18,2025-07-01T18:00:00,2025-07-01T18:00:00,180,179,True
2025-07-02,0,2025-07-02T00:00:00,2025-07-02T00:00:00,181,180,True
2025-07-02,6,2025-07-02T06:00:00,2025-07-02T06:00:00,181,180,True
2025-07-02,12,2025-07-02T12:00:00,2025-07-02T12:00:00,181,180,True
2025-07-02,18,2025-07-02T18:00:00,2025-07-02T18:00:00,181,180,True
2025-07-03,0,2025-07-03T00:00:00,2025-07-03T00:00:00,182,181,True
2025-07-03,6,2025-07-03T06:00:00,2025-07-03T06:00:00,182,181,True
2025-07-03,12,2025-07-03T12:00:00,2025-07-03T12:00:00,182,181,True
2025-07-03,18,2025-07-03T18:00:00,2025-07-03T18:00:00,182,181,True
2025-07-04,0,2025-07-04T00:00:00,2025-07-04T00:00:00,183,182,True
2025-07-04,6,2025-07-04T06:00:00,2025-07-04T06:00:00,183,182,True
2025-07-04,12,2025-07-04T12:00:00,2025-07-04T12:00:00,183,182,True
2025-07-04,18,2025-07-04T18:00:00,2025-07-04T18:00:00,183,182,True
2025-07-05,0,2025-07-05T00:00:00,2025-07-05T00:00:00,184,183,True
2025-07-05,6,2025-07-05T06:00:00,2025-07-05T06:00:00,184,183,True
2025-07-05,12,2025-07-05T12:00:00,2025-07-05T12:00:00,184,183,True
2025-07-05,18,2025-07-05T18:00:00,2025-07-05T18:00:00,184,183,True
2025-07-06,0,2025-07-06T00:00:00,2025-07-06T00:00:00,185,184,True
2025-07-06,6,2025-07-06T06:00:00,2025-07-06T06:00:00,185,184,True
2025-07-06,12,2025-07-06T12:00:00,2025-07-06T12:00:00,185,184,True
2025-07-06,18,2025-07-06T18:00:00,2025-07-06T18:00:00,185,184,True
2025-07-07,0,2025-07-07T00:00:00,2025-07-07T00:00:00,186,185,True
2025-07-07,6,2025-07-07T06:00:00,2025-07-07T06:00:00,186,185,True
2025-07-07,12,2025-07-07T12:00:00,2025-07-07T12:00:00,186,185,True
2025-07-07,18,2025-07-07T18:00:00,2025-07-07T18:00:00,186,185,True
2025-07-08,0,2025-07-08T00:00:00,2025-07-08T00:00:00,187,186,True
2025-07-08,6,2025-07-08T06:00:00,2025-07-08T06:00:00,187,186,True
2025-07-08,12,2025-07-08T12:00:00,2025-07-08T12:00:00,187,186,True
2025-07-08,18,2025-07-08T18:00:00,2025-07-08T18:00:00,187,186,True
2025-07-09,0,2025-07-09T00:00:00,2025-07-09T00:00:00,188,187,True
2025-07-09,6,2025-07-09T06:00:00,2025-07-09T06:00:00,188,187,True
2025-07-09,12,2025-07-09T12:00:00,2025-07-09T12:00:00,188,187,True
2025-07-09,18,2025-07-09T18:00:00,2025-07-09T18:00:00,188,187,True
2025-07-10,0,2025-07-10T00:00:00,2025-07-10T00:00:00,189,188,True
2025-07-10,6,2025-07-10T06:00:00,2025-07-10T06:00:00,189,188,True
2025-07-10,12,2025-07-10T12:00:00,2025-07-10T12:00:00,189,188,True
2025-07-10,18,2025-07-10T18:00:00,2025-07-10T18:00:00,189,188,True
2025-07-11,0,2025-07-11T00:00:00,2025-07-11T00:00:00,190,189,True
2025-07-11,6,2025-07-11T06:00:00,2025-07-11T06:00:00,190,189,True
2025-07-11,12,2025-07-11T12:00:00,2025-07-11T12:00:00,190,189,True
2025-07-11,18,2025-07-11T18:00:00,2025-07-11T18:00:00,190,189,True
2025-07-12,0,2025-07-12T00:00:00,2025-07-12T00:00:00,191,190,True
2025-07-12,6,2025-07-12T06:00:00,2025-07-12T06:00:00,191,190,True
2025-07-12,12,2025-07-12T12:00:00,2025-07-12T12:00:00,191,190,True
2025-07-12,18,2025-07-12T18:00:00,2025-07-12T18:00:00,191,190,True
2025-07-13,0,2025-07-13T00:00:00,2025-07-13T00:00:00,192,191,True
2025-07-13,6,2025-07-13T06:00:00,2025-07-13T06:00:00,192,191,True
2025-07-13,12,2025-07-13T12:00:00,2025-07-13T12:00:00,192,191,True
2025-07-13,18,2025-07-13T18:00:00,2025-07-13T18:00:00,192,191,True
2025-07-14,0,2025-07-14T00:00:00,2025-07-14T00:00:00,193,192,True
2025-07-14,6,2025-07-14T06:00:00,2025-07-14T06:00:00,193,192,True
2025-07-14,12,2025-07-14T12:00:00,2025-07-14T12:00:00,193,192,True
2025-07-14,18,2025-07-14T18:00:00,2025-07-14T18:00:00,193,192,True
2025-07-15,0,2025-07-15T00:00:00,2025-07-15T00:00:00,194,193,True
2025-07-15,6,2025-07-15T06:00:00,2025-07-15T06:00:00,194,193,True
2025-07-15,12,2025-07-15T12:00:00,2025-07-15T12:00:00,194,193,True
2025-07-15,18,2025-07-15T18:00:00,2025-07-15T18:00:00,194,193,True
2025-07-16,0,2025-07-16T00:00:00,2025-07-16T00:00:00,195,194,True
2025-07-16,6,2025-07-16T06:00:00,2025-07-16T06:00:00,195,194,True
2025-07-16,12,2025-07-16T12:00:00,2025-07-16T12:00:00,195,194,True
2025-07-16,18,2025-07-16T18:00:00,2025-07-16T18:00:00,195,194,True
2025-07-17,0,2025-07-17T00:00:00,2025-07-17T00:00:00,196,195,True
2025-07-17,6,2025-07-17T06:00:00,2025-07-17T06:00:00,196,195,True
2025-07-17,12,2025-07-17T12:00:00,2025-07-17T12:00:00,196,195,True
2025-07-17,18,2025-07-17T18:00:00,2025-07-17T18:00:00,196,195,True
2025-07-18,0,2025-07-18T00:00:00,2025-07-18T00:00:00,197,196,True
2025-07-18,6,2025-07-18T06:00:00,2025-07-18T06:00:00,197,196,True
2025-07-18,12,2025-07-18T12:00:00,2025-07-18T12:00:00,197,196,True
2025-07-18,18,2025-07-18T18:00:00,2025-07-18T18:00:00,197,196,True
2025-07-19,0,2025-07-19T00:00:00,2025-07-19T00:00:00,198,197,True
2025-07-19,6,2025-07-19T06:00:00,2025-07-19T06:00:00,198,197,True
2025-07-19,12,2025-07-19T12:00:00,2025-07-19T12:00:00,198,197,True
2025-07-19,18,2025-07-19T18:00:00,2025-07-19T18:00:00,198,197,True
2025-07-20,0,2025-07-20T00:00:00,2025-07-20T00:00:00,199,198,True
2025-07-20,6,2025-07-20T06:00:00,2025-07-20T06:00:00,199,198,True
2025-07-20,12,2025-07-20T12:00:00,2025-07-20T12:00:00,199,198,True
2025-07-20,18,2025-07-20T18:00:00,2025-07-20T18:00:00,199,198,True
2025-07-21,0,2025-07-21T00:00:00,2025-07-21T00:00:00,200,199,True
2025-07-21,6,2025-07-21T06:00:00,2025-07-21T06:00:00,200,199,True
2025-07-21,12,2025-07-21T12:00:00,2025-07-21T12:00:00,200,199,True
2025-07-21,18,2025-07-21T18:00:00,2025-07-21T18:00:00,200,199,True
2025-07-22,0,2025-07-22T00:00:00,2025-07-22T00:00:00,201,200,True
2025-07-22,6,2025-07-22T06:00:00,2025-07-22T06:00:00,201,200,True
2025-07-22,12,2025-07-22T12:00:00,2025-07-22T12:00:00,201,200,True
2025-07-22,18,2025-07-22T18:00:00,2025-07-22T18:00:00,201,200,True
2025-07-23,0,2025-07-23T00:00:00,2025-07-23T00:00:00,202,201,True
2025-07-23,6,2025-07-23T06:00:00,2025-07-23T06:00:00,202,201,True
2025-07-23,12,2025-07-23T12:00:00,2025-07-23T12:00:00,202,201,True
2025-07-23,18,2025-07-23T18:00:00,2025-07-23T18:00:00,202,201,True
2025-07-24,0,2025-07-24T00:00:00,2025-07-24T00:00:00,203,202,True
2025-07-24,6,2025-07-24T06:00:00,2025-07-24T06:00:00,203,202,True
2025-07-24,12,2025-07-24T12:00:00,2025-07-24T12:00:00,203,202,True
2025-07-24,18,2025-07-24T18:00:00,2025-07-24T18:00:00,203,202,True
2025-07-25,0,2025-07-25T00:00:00,2025-07-25T00:00:00,204,203,True
2025-07-25,6,2025-07-25T06:00:00,2025-07-25T06:00:00,204,203,True
2025-07-25,12,2025-07-25T12:00:00,2025-07-25T12:00:00,204,203,True
2025-07-25,18,2025-07-25T18:00:00,2025-07-25T18:00:00,204,203,True
2025-07-26,0,2025-07-26T00:00:00,2025-07-26T00:00:00,205,204,True
2025-07-26,6,2025-07-26T06:00:00,2025-07-26T06:00:00,205,204,True
2025-07-26,12,2025-07-26T12:00:00,2025-07-26T12:00:00,205,204,True
2025-07-26,18,2025-07-26T18:00:00,2025-07-26T18:00:00,205,204,True
2025-07-27,0,2025-07-27T00:00:00,2025-07-27T00:00:00,206,205,True
2025-07-27,6,2025-07-27T06:00:00,2025-07-27T06:00:00,206,205,True
2025-07-27,12,2025-07-27T12:00:00,2025-07-27T12:00:00,206,205,True
2025-07-27,18,2025-07-27T18:00:00,2025-07-27T18:00:00,206,205,True
2025-07-28,0,2025-07-28T00:00:00,2025-07-28T00:00:00,207,206,True
2025-07-28,6,2025-07-28T06:00:00,2025-07-28T06:00:00,207,206,True
2025-07-28,12,2025-07-28T12:00:00,2025-07-28T12:00:00,207,206,True
2025-07-28,18,2025-07-28T18:00:00,2025-07-28T18:00:00,207,206,True
2025-07-29,0,2025-07-29T00:00:00,2025-07-29T00:00:00,208,207,True
2025-07-29,6,2025-07-29T06:00:00,2025-07-29T06:00:00,208,207,True
2025-07-29,12,2025-07-29T12:00:00,2025-07-29T12:00:00,208,207,True
2025-07-29,18,2025-07-29T18:00:00,2025-07-29T18:00:00,208,207,True
2025-07-30,0,2025-07-30T00:00:00,2025-07-30T00:00:00,209,208,True
2025-07-30,6,2025-07-30T06:00:00,2025-07-30T06:00:00,209,208,True
2025-07-30,12,2025-07-30T12:00:00,2025-07-30T12:00:00,209,208,True
2025-07-30,18,2025-07-30T18:00:00,2025-07-30T18:00:00,209,208,True
2025-07-31,0,2025-07-31T00:00:00,2025-07-31T00:00:00,210,209,True
2025-07-31,6,2025-07-31T06:00:00,2025-07-31T06:00:00,210,209,True
2025-07-31,12,2025-07-31T12:00:00,2025-07-31T12:00:00,210,209,True
2025-07-31,18,2025-07-31T18:00:00,2025-07-31T18:00:00,210,209,True
2025-08-01,0,2025-08-01T00:00:00,2025-08-01T00:00:00,211,210,True
2025-08-01,6,2025-08-01T06:00:00,2025-08-01T06:00:00,211,210,True
2025-08-01,12,2025-08-01T12:00:00,2025-08-01T12:00:00,211,210,True
2025-08-01,18,2025-08-01T18:00:00,2025-08-01T18:00:00,211,210,True
2025-08-02,0,2025-08-02T00:00:00,2025-08-02T00:00:00,212,211,True
2025-08-02,6,2025-08-02T06:00:00,2025-08-02T06:00:00,212,211,True
2025-08-02,12,2025-08-02T12:00:00,2025-08-02T12:00:00,212,211,True
2025-08-02,18,2025-08-02T18:00:00,2025-08-02T18:00:00,212,211,True
2025-08-03,0,2025-08-03T00:00:00,2025-08-03T00:00:00,213,212,True
2025-08-03,6,2025-08-03T06:00:00,2025-08-03T06:00:00,213,212,True
2025-08-03,12,2025-08-03T12:00:00,2025-08-03T12:00:00,213,212,True
2025-08-03,18,2025-08-03T18:00:00,2025-08-03T18:00:00,213,212,True
2025-08-04,0,2025-08-04T00:00:00,2025-08-04T00:00:00,214,213,True
2025-08-04,6,2025-08-04T06:00:00,2025-08-04T06:00:00,214,213,True
2025-08-04,12,2025-08-04T12:00:00,2025-08-04T12:00:00,214,213,True
2025-08-04,18,2025-08-04T18:00:00,2025-08-04T18:00:00,214,213,True
2025-08-05,0,2025-08-05T00:00:00,2025-08-05T00:00:00,215,214,True
2025-08-05,6,2025-08-05T06:00:00,2025-08-05T06:00:00,215,214,True
2025-08-05,12,2025-08-05T12:00:00,2025-08-05T12:00:00,215,214,True
2025-08-05,18,2025-08-05T18:00:00,2025-08-05T18:00:00,215,214,True
2025-08-06,0,2025-08-06T00:00:00,2025-08-06T00:00:00,216,215,True
2025-08-06,6,2025-08-06T06:00:00,2025-08-06T06:00:00,216,215,True
2025-08-06,12,2025-08-06T12:00:00,2025-08-06T12:00:00,216,215,True
2025-08-06,18,2025-08-06T18:00:00,2025-08-06T18:00:00,216,215,True
2025-08-07,0,2025-08-07T00:00:00,2025-08-07T00:00:00,217,216,True
2025-08-07,6,2025-08-07T06:00:00,2025-08-07T06:00:00,217,216,True
2025-08-07,12,2025-08-07T12:00:00,2025-08-07T12:00:00,217,216,True
2025-08-07,18,2025-08-07T18:00:00,2025-08-07T18:00:00,217,216,True
2025-08-08,0,2025-08-08T00:00:00,2025-08-08T00:00:00,218,217,True
2025-08-08,6,2025-08-08T06:00:00,2025-08-08T06:00:00,218,217,True
2025-08-08,12,2025-08-08T12:00:00,2025-08-08T12:00:00,218,217,True
2025-08-08,18,2025-08-08T18:00:00,2025-08-08T18:00:00,218,217,True
2025-08-09,0,2025-08-09T00:00:00,2025-08-09T00:00:00,219,218,True
2025-08-09,6,2025-08-09T06:00:00,2025-08-09T06:00:00,219,218,True
2025-08-09,12,2025-08-09T12:00:00,2025-08-09T12:00:00,219,218,True
2025-08-09,18,2025-08-09T18:00:00,2025-08-09T18:00:00,219,218,True
2025-08-10,0,2025-08-10T00:00:00,2025-08-10T00:00:00,220,219,True
2025-08-10,6,2025-08-10T06:00:00,2025-08-10T06:00:00,220,219,True
2025-08-10,12,2025-08-10T12:00:00,2025-08-10T12:00:00,220,219,True
2025-08-10,18,2025-08-10T18:00:00,2025-08-10T18:00:00,220,219,True
2025-08-11,0,2025-08-11T00:00:00,2025-08-11T00:00:00,221,220,True
2025-08-11,6,2025-08-11T06:00:00,2025-08-11T06:00:00,221,220,True
2025-08-11,12,2025-08-11T12:00:00,2025-08-11T12:00:00,221,220,True
2025-08-11,18,2025-08-11T18:00:00,2025-08-11T18:00:00,221,220,True
2025-08-12,0,2025-08-12T00:00:00,2025-08-12T00:00:00,222,221,True
2025-08-12,6,2025-08-12T06:00:00,2025-08-12T06:00:00,222,221,True
2025-08-12,12,2025-08-12T12:00:00,2025-08-12T12:00:00,222,221,True
2025-08-12,18,2025-08-12T18:00:00,2025-08-12T18:00:00,222,221,True
2025-08-13,0,2025-08-13T00:00:00,2025-08-13T00:00:00,223,222,True
2025-08-13,6,2025-08-13T06:00:00,2025-08-13T06:00:00,223,222,True
2025-08-13,12,2025-08-13T12:00:00,2025-08-13T12:00:00,223,222,True
2025-08-13,18,2025-08-13T18:00:00,2025-08-13T18:00:00,223,222,True
2025-08-14,0,2025-08-14T00:00:00,2025-08-14T00:00:00,224,223,True
2025-08-14,6,2025-08-14T06:00:00,2025-08-14T06:00:00,224,223,True
2025-08-14,12,2025-08-14T12:00:00,2025-08-14T12:00:00,224,223,True
2025-08-14,18,2025-08-14T18:00:00,2025-08-14T18:00:00,224,223,True
2025-08-15,0,2025-08-15T00:00:00,2025-08-15T00:00:00,225,224,True
2025-08-15,6,2025-08-15T06:00:00,2025-08-15T06:00:00,225,224,True
2025-08-15,12,2025-08-15T12:00:00,2025-08-15T12:00:00,225,224,True
2025-08-15,18,2025-08-15T18:00:00,2025-08-15T18:00:00,225,224,True
2025-08-16,0,2025-08-16T00:00:00,2025-08-16T00:00:00,226,225,True
2025-08-16,6,2025-08-16T06:00:00,2025-08-16T06:00:00,226,225,True
2025-08-16,12,2025-08-16T12:00:00,2025-08-16T12:00:00,226,225,True
2025-08-16,18,2025-08-16T18:00:00,2025-08-16T18:00:00,226,225,True
2025-08-17,0,2025-08-17T00:00:00,2025-08-17T00:00:00,227,226,True
2025-08-17,6,2025-08-17T06:00:00,2025-08-17T06:00:00,227,226,True
2025-08-17,12,2025-08-17T12:00:00,2025-08-17T12:00:00,227,226,True
2025-08-17,18,2025-08-17T18:00:00,2025-08-17T18:00:00,227,226,True
2025-08-18,0,2025-08-18T00:00:00,2025-08-18T00:00:00,228,227,True
2025-08-18,6,2025-08-18T06:00:00,2025-08-18T06:00:00,228,227,True
2025-08-18,12,2025-08-18T12:00:00,2025-08-18T12:00:00,228,227,True
2025-08-18,18,2025-08-18T18:00:00,2025-08-18T18:00:00,228,227,True
2025-08-19,0,2025-08-19T00:00:00,2025-08-19T00:00:00,229,228,True
2025-08-19,6,2025-08-19T06:00:00,2025-08-19T06:00:00,229,228,True
2025-08-19,12,2025-08-19T12:00:00,2025-08-19T12:00:00,229,228,True
2025-08-19,18,2025-08-19T18:00:00,2025-08-19T18:00:00,229,228,True
2025-08-20,0,2025-08-20T00:00:00,2025-08-20T00:00:00,230,229,True
2025-08-20,6,2025-08-20T06:00:00,2025-08-20T06:00:00,230,229,True
2025-08-20,12,2025-08-20T12:00:00,2025-08-20T12:00:00,230,229,True
2025-08-20,18,2025-08-20T18:00:00,2025-08-20T18:00:00,230,229,True
2025-08-21,0,2025-08-21T00:00:00,2025-08-21T00:00:00,231,230,True
2025-08-21,6,2025-08-21T06:00:00,2025-08-21T06:00:00,231,230,True
2025-08-21,12,2025-08-21T12:00:00,2025-08-21T12:00:00,231,230,True
2025-08-21,18,2025-08-21T18:00:00,2025-08-21T18:00:00,231,230,True
2025-08-22,0,2025-08-22T00:00:00,2025-08-22T00:00:00,232,231,True
2025-08-22,6,2025-08-22T06:00:00,2025-08-22T06:00:00,232,231,True
2025-08-22,12,2025-08-22T12:00:00,2025-08-22T12:00:00,232,231,True
2025-08-22,18,2025-08-22T18:00:00,2025-08-22T18:00:00,232,231,True
2025-08-23,0,2025-08-23T00:00:00,2025-08-23T00:00:00,233,232,True
2025-08-23,6,2025-08-23T06:00:00,2025-08-23T06:00:00,233,232,True
2025-08-23,12,2025-08-23T12:00:00,2025-08-23T12:00:00,233,232,True
2025-08-23,18,2025-08-23T18:00:00,2025-08-23T18:00:00,233,232,True
2025-08-24,0,2025-08-24T00:00:00,2025-08-24T00:00:00,234,233,True
2025-08-24,6,2025-08-24T06:00:00,2025-08-24T06:00:00,234,233,True
2025-08-24,12,2025-08-24T12:00:00,2025-08-24T12:00:00,234,233,True
2025-08-24,18,2025-08-24T18:00:00,2025-08-24T18:00:00,234,233,True
2025-08-25,0,2025-08-25T00:00:00,2025-08-25T00:00:00,235,234,True
2025-08-25,6,2025-08-25T06:00:00,2025-08-25T06:00:00,235,234,True
2025-08-25,12,2025-08-25T12:00:00,2025-08-25T12:00:00,235,234,True
2025-08-25,18,2025-08-25T18:00:00,2025-08-25T18:00:00,235,234,True
2025-08-26,0,2025-08-26T00:00:00,2025-08-26T00:00:00,236,235,True
2025-08-26,6,2025-08-26T06:00:00,2025-08-26T06:00:00,236,235,True
2025-08-26,12,2025-08-26T12:00:00,2025-08-26T12:00:00,236,235,True
2025-08-26,18,2025-08-26T18:00:00,2025-08-26T18:00:00,236,235,True
2025-08-27,0,2025-08-27T00:00:00,2025-08-27T00:00:00,237,236,True
2025-08-27,6,2025-08-27T06:00:00,2025-08-27T06:00:00,237,236,True
2025-08-27,12,2025-08-27T12:00:00,2025-08-27T12:00:00,237,236,True
2025-08-27,18,2025-08-27T18:00:00,2025-08-27T18:00:00,237,236,True
2025-08-28,0,2025-08-28T00:00:00,2025-08-28T00:00:00,238,237,True
2025-08-28,6,2025-08-28T06:00:00,2025-08-28T06:00:00,238,237,True
2025-08-28,12,2025-08-28T12:00:00,2025-08-28T12:00:00,238,237,True
2025-08-28,18,2025-08-28T18:00:00,2025-08-28T18:00:00,238,237,True
2025-08-29,0,2025-08-29T00:00:00,2025-08-29T00:00:00,239,238,True
2025-08-29,6,2025-08-29T06:00:00,2025-08-29T06:00:00,239,238,True
2025-08-29,12,2025-08-29T12:00:00,2025-08-29T12:00:00,239,238,True
2025-08-29,18,2025-08-29T18:00:00,2025-08-29T18:00:00,239,238,True
2025-08-30,0,2025-08-30T00:00:00,2025-08-30T00:00:00,240,239,True
2025-08-30,6,2025-08-30T06:00:00,2025-08-30T06:00:00,240,239,True
2025-08-30,12,2025-08-30T12:00:00,2025-08-30T12:00:00,240,239,True
2025-08-30,18,2025-08-30T18:00:00,2025-08-30T18:00:00,240,239,True
2025-08-31,0,2025-08-31T00:00:00,2025-08-31T00:00:00,241,240,True
2025-08-31,6,2025-08-31T06:00:00,2025-08-31T06:00:00,241,240,True
2025-08-31,12,2025-08-31T12:00:00,2025-08-31T12:00:00,241,240,True
2025-08-31,18,2025-08-31T18:00:00,2025-08-31T18:00:00,241,240,True
2025-09-01,0,2025-09-01T00:00:00,2025-09-01T00:00:00,242,241,True
2025-09-01,6,2025-09-01T06:00:00,2025-09-01T06:00:00,242,241,True
2025-09-01,12,2025-09-01T12:00:00,2025-09-01T12:00:00,242,241,True
2025-09-01,18,2025-09-01T18:00:00,2025-09-01T18:00:00,242,241,True
2025-09-02,0,2025-09-02T00:00:00,2025-09-02T00:00:00,243,242,True
2025-09-02,6,2025-09-02T06:00:00,2025-09-02T06:00:00,243,242,True
2025-09-02,12,2025-09-02T12:00:00,2025-09-02T12:00:00,243,242,True
2025-09-02,18,2025-09-02T18:00:00,2025-09-02T18:00:00,243,242,True
2025-09-03,0,2025-09-03T00:00:00,2025-09-03T00:00:00,244,243,True
2025-09-03,6,2025-09-03T06:00:00,2025-09-03T06:00:00,244,243,True
2025-09-03,12,2025-09-03T12:00:00,2025-09-03T12:00:00,244,243,True
2025-09-03,18,2025-09-03T18:00:00,2025-09-03T18:00:00,244,243,True
2025-09-04,0,2025-09-04T00:00:00,2025-09-04T00:00:00,245,244,True
2025-09-04,6,2025-09-04T06:00:00,2025-09-04T06:00:00,245,244,True
2025-09-04,12,2025-09-04T12:00:00,2025-09-04T12:00:00,245,244,True
2025-09-04,18,2025-09-04T18:00:00,2025-09-04T18:00:00,245,244,True
2025-09-05,0,2025-09-05T00:00:00,2025-09-05T00:00:00,246,245,True
2025-09-05,6,2025-09-05T06:00:00,2025-09-05T06:00:00,246,245,True
2025-09-05,12,2025-09-05T12:00:00,2025-09-05T12:00:00,246,245,True
2025-09-05,18,2025-09-05T18:00:00,2025-09-05T18:00:00,246,245,True
2025-09-06,0,2025-09-06T00:00:00,2025-09-06T00:00:00,247,246,True
2025-09-06,6,2025-09-06T06:00:00,2025-09-06T06:00:00,247,246,True
2025-09-06,12,2025-09-06T12:00:00,2025-09-06T12:00:00,247,246,True
2025-09-06,18,2025-09-06T18:00:00,2025-09-06T18:00:00,247,246,True
2025-09-07,0,2025-09-07T00:00:00,2025-09-07T00:00:00,248,247,True
2025-09-07,6,2025-09-07T06:00:00,2025-09-07T06:00:00,248,247,True
2025-09-07,12,2025-09-07T12:00:00,2025-09-07T12:00:00,248,247,True
2025-09-07,18,2025-09-07T18:00:00,2025-09-07T18:00:00,248,247,True
2025-09-08,0,2025-09-08T00:00:00,2025-09-08T00:00:00,249,248,True
2025-09-08,6,2025-09-08T06:00:00,2025-09-08T06:00:00,249,248,True
2025-09-08,12,2025-09-08T12:00:00,2025-09-08T12:00:00,249,248,True
2025-09-08,18,2025-09-08T18:00:00,2025-09-08T18:00:00,249,248,True
2025-09-09,0,2025-09-09T00:00:00,2025-09-09T00:00:00,250,249,True
2025-09-09,6,2025-09-09T06:00:00,2025-09-09T06:00:00,250,249,True
2025-09-09,12,2025-09-09T12:00:00,2025-09-09T12:00:00,250,249,True
2025-09-09,18,2025-09-09T18:00:00,2025-09-09T18:00:00,250,249,True
2025-09-10,0,2025-09-10T00:00:00,2025-09-10T00:00:00,251,250,True
2025-09-10,6,2025-09-10T06:00:00,2025-09-10T06:00:00,251,250,True
2025-09-10,12,2025-09-10T12:00:00,2025-09-10T12:00:00,251,250,True
2025-09-10,18,2025-09-10T18:00:00,2025-09-10T18:00:00,251,250,True
2025-09-11,0,2025-09-11T00:00:00,2025-09-11T00:00:00,252,251,True
